Sira_ID,API_ID,Urun_Ismi,Urun_Barkodu,Muadil_Barkodlari
3124,89678,PF PX %5 DEKS. SUDA.100 ML SOL,8699606690719,"[""8699788697506"", ""8699606690795"", ""8699606690771"", ""8699788698015"", ""8699606690757"", ""8699788692013"", ""8699606690733"", ""8699788693010"", ""8699788693010""]"
3125,89679,PF PX %5 DEKS. SUDA.150 ML SOL,8699606690733,"[""8699788697506"", ""8699606690795"", ""8699606690771"", ""8699788698015"", ""8699606690757"", ""8699788692013"", ""8699606690719"", ""8699788693010""]"
3126,89680,PF PX %5 DEKS. SUDA.250 ML SOL,8699606690757,"[""8699788697506"", ""8699606690795"", ""8699606690771"", ""8699788698015"", ""8699788692013"", ""8699606690733"", ""8699606690719"", ""8699788693010"", ""8699788692013""]"
3127,89681,PF PX %5 DEKS. SUDA.500 ML SOL,8699606690771,"[""8699788697506"", ""8699606690795"", ""8699788698015"", ""8699606690757"", ""8699788692013"", ""8699606690733"", ""8699606690719"", ""8699788693010"", ""8699788698015""]"
3128,89682,PF PX %5 DEKS.SUDA.1000 ML SOL,8699606690795,"[""8699788697506"", ""8699606690771"", ""8699788698015"", ""8699606690757"", ""8699788692013"", ""8699606690733"", ""8699606690719"", ""8699788693010"", ""8699788697506"", ""8699606690221""]"
3129,89683,PF PX IZOLEN DEN.ELEK.500ML SO,8699606691174,"[""8699788697599"", ""8699606691198"", ""8699788698138"", ""8699788698138""]"
3130,89684,PF PX IZOLEN DEN.ELEK.1000 ML,8699606691198,"[""8699788697599"", ""8699606691174"", ""8699788698138"", ""8699788697599""]"
3131,89685,PF PX LAKTATLI RINGER 500 ML,8699606691327,"[""8699788697544"", ""8699606691341"", ""8699788698060"", ""8699788698060""]"
3132,89686,PF PX LAKTATLI RINGER 1000 ML,8699606691341,"[""8699788697544"", ""8699606691327"", ""8699788698060"", ""8699788697544""]"
3133,89688,PF PX IZOLEN-P %5 DEKS.E 500 ML,8699606693147,"[""8699788698039"", ""8699788698039""]"
3134,89690,PF PX IZOLEN-M %5 DEKS.500 ML,8699606691822,"[""8699606691846""]"
3135,89691,PF PX IZOLEN-M %5 DEK.1000 ML,8699606691846,"[""8699606691822""]"
3136,89692,PF PX 1/3 POLIDEKS 500 ML SOL,8699606691884,"[""8699788698183"", ""8699788698183""]"
3137,89720,NUVARING 1 VAGINAL HALKA,8699636900987,[]
3138,89764,GEMKO 200 MG IV FLK,8699828790082,[]
3139,89765,GEMKO 1000 MG IV FLK,8699828790099,"[""8699650792070""]"
3140,89768,ASPIRIN COMPLEX ORAL 10 SASE,8699546241231,"[""8699546241248""]"
3141,89846,LIGONE VITAMIN D3 100 SOFTGEL,8699216520383,[]
3142,89906,RACE 2.5 MG 28 TB,8699543010823,"[""8699809011625"", ""8699809011625""]"
3143,89907,RACE 5 MG 28 TB,8699543010830,"[""8699809011649"", ""8699809011649""]"
3144,89908,RACE 10 MG 28 TB,8699543010847,"[""8699809010505"", ""8699809010505""]"
3145,89909,RACE PLUS 5/25 MG 28 TB,8699543010861,"[""8699809011656"", ""8699809011656""]"
3146,89955,AEROCHAMBER SARI FLOW V 1-5 ALV,762860013476,[]
3147,90026,FE KISISEL BAKIM SET 1,8693203200050,[]
3148,90044,AFTOJEL 5 GR JEL,8699561340131,[]
3149,90065,ESPLUS 10 MG 28 TB,8680881093807,"[""8699540096011"", ""8699795091106"", ""8699795091090"", ""8699566096347"", ""8699565090056"", ""8699543090511"", ""8699795091083"", ""8699514090922"", ""8699543090504"", ""8699569090786"", ""8699514096375"", ""8699540096011"", ""8699795091106"", ""8699795091090"", ""8699566096347"", ""8699565090056"", ""8699543090511"", ""8699795091083"", ""8699514090922"", ""8699543090504"", ""8699569090786"", ""8699514096375""]"
3150,90074,MOXAI 400 MG 7 TB,8699514090311,"[""8699680090177"", ""8697928090057"", ""8699717090187"", ""8681911010023"", ""8699546090372"", ""8699680090177"", ""8684263090064"", ""8697928090057"", ""8699717090187"", ""8681911010023"", ""8699546090372""]"
3151,90162,COLD KREM 500 GR GALENIK,8693705350031,[]
3152,90215,ANSIOX 1 MG 50 TB,8699033010333,"[""8699532017819"", ""8699532017819""]"
3153,90219,ESMAX 10 MG 28 TB,8699543090504,"[""8699540096011"", ""8699795091106"", ""8699795091090"", ""8699566096347"", ""8699565090056"", ""8699543090511"", ""8699795091083"", ""8680881093807"", ""8699514090922"", ""8699569090786"", ""8699514096375"", ""8699540096011"", ""8699795091106"", ""8699795091090"", ""8699566096347"", ""8699565090056"", ""8699543090511"", ""8699795091083"", ""8680881093807"", ""8699514090922"", ""8699569090786"", ""8699514096375""]"
3154,90220,ESMAX 10 MG 56 TB,8699543090511,"[""8699540096011"", ""8699795091106"", ""8699795091090"", ""8699566096347"", ""8699565090056"", ""8699795091083"", ""8680881093807"", ""8699514090922"", ""8699543090504"", ""8699569090786"", ""8699514096375"", ""8699540096011"", ""8699795091106"", ""8699795091090"", ""8699566096347"", ""8699565090056"", ""8699795091083"", ""8680881093807"", ""8699514090922"", ""8699543090504"", ""8699569090786"", ""8699514096375""]"
3155,90221,ESMAX 20 MG 28 TB,8699543090528,"[""8699795091137"", ""8699543090535"", ""8699795091120"", ""8699566096354"", ""8699565090094"", ""8699795091113"", ""8699514090939"", ""8699569090830"", ""8699514096382"", ""8699795091137"", ""8699543090535"", ""8699795091120"", ""8699566096354"", ""8699565090094"", ""8699795091113"", ""8699514090939"", ""8699569090830"", ""8699514096382""]"
3156,90222,ESMAX 20 MG 56 TB,8699543090535,"[""8699795091137"", ""8699795091120"", ""8699566096354"", ""8699565090094"", ""8699795091113"", ""8699514090939"", ""8699543090528"", ""8699569090830"", ""8699514096382"", ""8699795091137"", ""8699795091120"", ""8699566096354"", ""8699565090094"", ""8699795091113"", ""8699514090939"", ""8699543090528"", ""8699569090830"", ""8699514096382""]"
3157,90244,ANSIOX 0.5 MG 30 TB,8699033010326,"[""8699532017802"", ""8699532017802""]"
3158,90366,NIVEA SUN LOTION SPF 30 200,4005900253217,[]
3159,90367,NIVEA SUN LOTION SPF 50+ 200ML,4005900253248,[]
3160,90389,IZOPROPIL ALKOL 1 LT GALENIK,8693705252090,[]
3161,90440,J.J OB TAMPON SUPER PLUS,3574661627830,[]
3162,90531,DALIN BEBE YAGI 300 ML,8690605031213,[]
3163,90539,WEE DIS HALKASI SULU RENKL.201,8690797102012,[]
3164,90540,WEE MEYVE SUZGECI 207,8690797102074,[]
3165,90569,SEREX 25 MG 30 TB,8699541094009,"[""8699680090108"", ""8699565090124"", ""8699566096385"", ""8699738090197"", ""8680881090097"", ""8699525095640"", ""8699536090498"", ""8699786092648"", ""8699514090205"", ""8699680090108"", ""8699565090124"", ""8699566096385"", ""8699738090197"", ""8680881090097"", ""8699525095640"", ""8699536090498"", ""8699786092648"", ""8699514090205""]"
3166,90570,SEREX 100 MG 30 TB,8699541094108,"[""8699680090115"", ""8699565090148"", ""8699566096392"", ""8699738090210"", ""8699536090511"", ""8699525095657"", ""8699786092655"", ""8699514090243"", ""8699680090115"", ""8699565090148"", ""8699566096392"", ""8699738090210"", ""8699536090511"", ""8699525095657"", ""8699786092655"", ""8699514090243""]"
3167,90574,SEREX  200 MG 30 TB,8699541094207,"[""8699738090265"", ""8699680090122"", ""8699565090155"", ""8699566096408"", ""8699738090258"", ""8699566096491"", ""8699536090535"", ""8699525095688"", ""8699514090267"", ""8699786092662"", ""8699738090265"", ""8699680090122"", ""8699540030077"", ""8699565090155"", ""8699566096408"", ""8699738090258"", ""8699566096491"", ""8699536090535"", ""8699525095688"", ""8699525030061"", ""8699514090267"", ""8699786092662"", ""8699514030294""]"
3168,90629,SUBOXONE 2 MG 28 TB,8699510050012,[]
3169,90630,SUBOXONE 8 MG 28 TB,8699510050029,[]
3170,90639,TRITONE SPF-50+ GUNES LOS 150M,8699708480683,[]
3171,90654,MACROL 500 MG MR 7 TB,8699536030029,"[""8699536030036"", ""8699536030104"", ""8699548030864"", ""8699536090146"", ""8699536030036"", ""8699508090471"", ""8699559090499"", ""8681801090289"", ""8699536030104"", ""8699525092717"", ""8699828090090"", ""8699717090125"", ""8699548030864"", ""8699548090479"", ""8699569090311"", ""8681911090070""]"
3172,90655,MACROL 500 MG MR 14 TB,8699536030036,"[""8699536030029"", ""8699536030104"", ""8699548030864"", ""8699536090146"", ""8699536030029"", ""8699508090471"", ""8699559090499"", ""8681801090289"", ""8699536030104"", ""8699525092717"", ""8699828090090"", ""8699717090125"", ""8699548030864"", ""8699548090479"", ""8699569090311"", ""8681911090070""]"
3173,90739,CALCIDAY D3 45 EFF TB,8680881020445,"[""8697927021571"", ""8697927021571""]"
3174,90746,SOLANTE ACNES 150 ML SPF 50,8699278060124,[]
3175,90747,SOLANTE ACTINICA 150 ML SPF 50,8699278060131,[]
3176,90748,SOLANTE PIGMENTA 150 ML SPF 50,8699278060162,[]
3177,90749,SOLANTE IMMUNA 150 ML SPF 50,8699278060155,[]
3178,90750,SOLANTE ANTIOX 150 ML SPF 50,8699278060148,[]
3179,90789,AGIZLIK STOP EKO 120 LI,8693203013513,[]
3180,90834,CEVIMAX 1000 MG 20 EFF TB,8697927021410,"[""8697595871454""]"
3181,91134,TTO SAMBA DIS MACUNU,8680145085333,[]
3182,91279,CANPED H.BEZI EKO ORTA 30 LU,8690742310240,[]
3183,91326,TTO YUZ TEMIZLEME KOPUGU 200 ML,8680145083094,[]
3184,91340,HUMALOG MIX KWIKPEN 25X100 IU,8699673954271,"[""8699673954196""]"
3185,91341,HUMALOG MIX KWIKPEN 50X100 IU,8699673954288,"[""8699673954202""]"
3186,91348,AEROCHAMBER MAVI FLOW VU 15 ALV,762860013483,[]
3187,91357,STERIMAR 100 ML BABY BURUN SPR,3331300097023,"[""3331300097221"", ""3331300097238"", ""3331300097214""]"
3188,91459,COFACT 10 ML IV ENJ. 1 FLK,8681735980069,[]
3189,91514,RENU MULTI PLUS 2 LI 360 ML,8699856710014,[]
3190,91529,RAID GECE&GUNDUZ MAT MAK,8690784918442,[]
3191,91530,RAID GECE&GUNDUZ MAT.YED,8690784918558,[]
3192,91537,EGOS WAX GOZ ALICI PARLAK 100ML,8690530041578,[]
3193,91538,EGOS WAX MAT GUCLU TUTUS 100 ML,8690530041608,[]
3194,91664,INSULIN K.UCU 6 MM 31G FINE-JET,6972857290603,[]
3195,91691,AYRA PLUS 16/12.5 MG 90 TB,8699536011455,"[""8699516012663"", ""8699525014344"", ""8699536011448"", ""8699786010055"", ""8699514015840"", ""8699540017009"", ""8699516012663"", ""8699525014344"", ""8699536011448"", ""8699786010055"", ""8699514015840"", ""8699540017009""]"
3196,91704,DOLARIT 400 MG 14 TB,8699580090321,"[""8699511091786"", ""8699511098457"", ""8699033090014"", ""8681911090193"", ""8699540091115"", ""8699511091786"", ""8681911090193"", ""8699540091115""]"
3197,91729,OLAXINN 5 MG 28 TB,8699293053019,"[""8699543070186"", ""8699540070035"", ""8682340179183"", ""8699514080381"", ""8699543070186"", ""8699543090344"", ""8699540070035"", ""8699540095038"", ""8682340179220"", ""8682340179183"", ""8699578095215"", ""8699536090801"", ""8699514092988"", ""8699514080381""]"
3198,91730,OLAXINN 10 MG 28 TB,8699293053026,"[""8699543070193"", ""8699540070042"", ""8682340179190"", ""8699514080398"", ""8699543070193"", ""8699543090382"", ""8699738090319"", ""8699540070042"", ""8699540095090"", ""8699673098043"", ""8682340179190"", ""8699578095222"", ""8699536090849"", ""8699514093572"", ""8699514080398""]"
3199,91731,OLAXINN 15 MG 28 TB,8699293053033,"[""8682340179206"", ""8699543070209"", ""8699540070066"", ""8699514080404"", ""8682340179206"", ""8699543070209"", ""8699540070066"", ""8699540095120"", ""8699578095314"", ""8699514090366"", ""8699514080404""]"
3200,91732,OLAXINN 20 MG 28 TB,8699293053040,"[""8699543070216"", ""8682340179213"", ""8699540070073"", ""8699514080411"", ""8699543070216"", ""8682340179213"", ""8699543090399"", ""8699540070073"", ""8699540095151"", ""8699578095345"", ""8699514090380"", ""8699514080411""]"
3201,91741,MINOMIN 60 TABLET-,8697595870303,[]
3202,91744,ACNEGEN 10 MG 30 KAP,8699821190100,"[""8699559190038"", ""8699580190052"", ""8699559190038"", ""8699580190052""]"
3203,91745,ACNEGEN 20 MG 30 KAP,8699821190094,"[""8699559190045"", ""8699580190069"", ""8699559190045"", ""8699580190069""]"
3204,91779,SUPRAFEN 400 MG 20 TB,8699717090279,"[""8699717090255"", ""8699548094408"", ""8699717090255"", ""8699548094408""]"
3205,91953,OSTENIL PLUS 40 MG 2 ML 1ENJ,4028694000294,[]
3206,92004,FARE ZEHIRI RATKA PELLET 100GR,8699394130015,[]
3207,92006,FARE ZEHIRI RATKA MUM BLOK 100,8699394130091,[]
3208,92034,NERUDA 600 MG 50 TB,8699536093093,"[""8699543090726"", ""8699578091231"", ""8699532095527"", ""8699543090726"", ""8699578091231"", ""8699532095527""]"
3209,92035,NERUDA 800 MG 50 TB,8699536093109,"[""8699543090733"", ""8699578091248"", ""8699532095534"", ""8699543090733"", ""8699578091248"", ""8699532095534""]"
3210,92036,PINRAL 25 MG 30 CIG. TB,8699536070025,"[""8699522072538"", ""8699522072538""]"
3211,92037,PINRAL 50 MG 30 CIG. TB,8699536070032,"[""8699522076185"", ""8699522076185""]"
3212,92038,PINRAL 100 MG 30 CIG. TB,8699536070049,"[""8699522072545"", ""8699522072545""]"
3213,92044,HYALIX 40 MG 30 KAP,8699708190018,[]
3214,92059,COLD KREM 1 KG GALENIK,8693705350048,[]
3215,92066,CELERITT SPF 25 (LEKE ) 25 GR,8697796000240,[]
3216,92074,CEFAKS 750 MG IM FLK,8699525275516,"[""8699541271714"", ""8699814270437"", ""8699814270512"", ""8699540270510"", ""8699540270541"", ""8699541271714"", ""8699814270512"", ""8699540270541""]"
3217,92075,CEFAKS 250 MG IM FLK,8699525275509,"[""8699541271615"", ""8699541271615""]"
3218,92077,INSULIN K.UCU 4 MM BD MICROFINE,382903204977,[]
3219,92109,ACTOS 15 MG 28 TB,8682758010016,"[""8699502013261"", ""8699569010562"", ""8699536011462"", ""8699569010500"", ""8699502013261"", ""8699569010562"", ""8699536011462"", ""8699569010500""]"
3220,92110,ACTOS 30 MG 28 TB,8682758010023,"[""8699502013278"", ""8699569010579"", ""8699536011493"", ""8699569010517"", ""8699502013278"", ""8699569010579"", ""8699536011493"", ""8699569010517""]"
3221,92124,ZAVESCA 100 MG 84 KAP,8699593151262,[]
3222,92134,GALVUS 50 MG 56 TB,8699504012163,"[""8699680010212"", ""8699559010459"", ""8699543011158"", ""8699540021693"", ""8680881019746"", ""8699536011219"", ""8699569011439"", ""8699680010212"", ""8699559010459"", ""8699543011158"", ""8699540021693"", ""8680881019746"", ""8699536011219"", ""8699569011439""]"
3223,92169,LIPANTHYL 267 MG 90 KAP,8699820150358,"[""8699525159847"", ""8699525159830"", ""8699820150266"", ""8699671110006"", ""8699671120005"", ""8699525159847"", ""8699525159830"", ""8699820150266""]"
3224,92300,KULAK TIK.OTIFLEKS SILIKON 2LI,8699245890280,[]
3225,92301,KULAK TIK.OTIFLEKS SILIKON 4LU,8699245890297,[]
3226,92302,KULAK TIK.OTIFLEKS D.BALMUMU 2,8699245890044,[]
3227,92303,KULAK TIK.OTIFLEKS D.BALMUMU 4,8699245890051,[]
3228,92304,KULAK TIK.OTIFLEKS VAZELIN 2 L,8699245890266,[]
3229,92305,KULAK TIKACI VAZELIN 4 LU,8699245890273,[]
3230,92306,KULAK TIK.OTIFLEKS CAM TIPI S,8699245890143,[]
3231,92307,KULAK TIK.OTIFLEKS CAM TIPI M,8699245890150,[]
3232,92308,KULAK TIK.OTIFLEKS CAM TIPI L,8699245890167,[]
3233,92309,KULAK TIK.OTIFLEKS CAM TIPI XL,8699245890174,[]
3234,92310,KULAK TIK.OTIFLEKS C.TIP KLS.S,8699245890181,[]
3235,92311,KULAK TIK.OTIFLEKS C.TIP KLS.M,8699245890198,[]
3236,92341,ENIT 10MG/20MG 30 TB,8699587012869,[]
3237,92350,SOLG.GINSENG SIBER ROOT EXT 60K,033984041462,[]
3238,92439,FORSTEO COLTER 2.4 ML,8699673954295,[]
3239,92476,AVENT YAL EMZ 6-18 AIR ULT KIZ,8710103949435,[]
3240,92574,NORVASC 5 MG 90 TB,8699532014078,"[""8699502012820"", ""8699638014293"", ""8699525015990"", ""8699511010114"", ""8699525014092"", ""8699536010229"", ""8698778010622"", ""8699578012823"", ""8699578012847"", ""8699532015327"", ""8699502012820"", ""8699638014293"", ""8699525015990"", ""8699511010114"", ""8699525014092"", ""8699536010229"", ""8698778010622"", ""8699578012823"", ""8699578012847"", ""8699532015327""]"
3241,92576,NORVASC 10 MG 90 TB,8699532014085,"[""8699536010649"", ""8699502012875"", ""8699638014316"", ""8699525016003"", ""8699543010618"", ""8699511010169"", ""8699525014108"", ""8699536010236"", ""8699578012830"", ""8699532015334"", ""8699536010649"", ""8699502012875"", ""8699638014316"", ""8699525016003"", ""8699543010618"", ""8699511010169"", ""8699525014108"", ""8699536010236"", ""8699578012830"", ""8699532015334""]"
3242,92579,COVERAM 10+10 MG 30 TB,8699552010647,[]
3243,92580,COVERAM 10+5 MG 30 TB,8699552010630,[]
3244,92581,COVERAM 5+10 MG 30 TB,8699552010623,[]
3245,92582,COVERAM 5+5 MG 30 TB,8699552010616,[]
3246,92584,VASTAREL MR 35 MG 60 TB,8699552090335,"[""8699738090081"", ""8680881034053"", ""8699525038135"", ""8699738090081"", ""8680881034053"", ""8699525038135""]"
3247,92598,MEDOVIR 100 MG 28 TB,8699536093048,"[""8699540099005"", ""8699522096008"", ""8699540099005"", ""8699522096008""]"
3248,92599,NERUDA 300 MG 50 TB,8699536093079,"[""8699578151225"", ""8699756154406""]"
3249,92600,NERUDA 400 MG 50 TB,8699536093086,"[""8699578151232"", ""8699756154413""]"
3250,92641,SENSODYNE DIS IPI GENTLE FLOSS,8699522000432,[]
3251,92651,ALZANCER 10 MG 28 TB,8699540096462,"[""8699566093346"", ""8699578090074"", ""8699680090047"", ""8699543090498"", ""8681308091086"", ""8699536090450"", ""8699525094537"", ""8699514097105"", ""8699566093346"", ""8699578090074"", ""8699680090047"", ""8681308071002"", ""8699543090498"", ""8681308091086"", ""8699540070134"", ""8699536070193"", ""8699536090450"", ""8699525094537"", ""8699514097105"", ""8699514080305""]"
3252,92653,ALZANCER 5 MG 28,8699540096417,"[""8699578090142"", ""8699680090184"", ""8699680090030"", ""8699543090467"", ""8699543090474"", ""8681308091062"", ""8699536090429"", ""8699514097075"", ""8699514097082"", ""8699578090142"", ""8699680090184"", ""8699680090030"", ""8699543090467"", ""8699543090474"", ""8681308091062"", ""8699540070127"", ""8699536070186"", ""8699536090429"", ""8699514097075"", ""8699514080275"", ""8699514097082""]"
3253,92687,ENJ AYSET  2 CC 3 PRC YESIL,8697427708446,[]
3254,92688,ENJ AYSET  2 CC 3 PRC SIYAH,8697427708439,[]
3255,92689,ENJ AYSET  5 CC 3 PRC YESIL,8697427708583,[]
3256,92690,ENJ AYSET  5 CC 3 PRC SIYAH,8680738800909,[]
3257,92692,ENJ AYSET 10 CC 3 PRC YESIL,8697427708705,[]
3258,92693,ENJ AYSET 10 CC 3 PRC SIYAH,8697427708699,[]
3259,92694,ENJ AYSET 20 CC 3 PRC YESIL,8697427708804,[]
3260,92695,ENJ AYSET 50 CC 3 PRC YESIL,8697427708866,[]
3261,92698,ENJ AYSET 50 CC 3 PRC BESLENME,8697427708927,[]
3262,92700,ENJ AYSET.IGNE UCU KAHVERENG,8697427707807,[]
3263,92708,ENJ AYSET INSULIN 1 ML,8697427708408,[]
3264,92709,ENJ AYSET INSULIN SUPER 1 M,8697427708361,[]
3265,92710,"ENJ AYSET INSULIN 0,5 ML",8697427708354,[]
3266,92724,ENJ AYSET.IGNE UCU SIYAH,8697427707753,[]
3267,92759,TERESON TER ONLEYICI 50ML SPREY,8699137440012,[]
3268,92769,RACE PLUS 2.5MG/12.5MG 28 TB,8699543010854,"[""8699809011632"", ""8699809011632""]"
3269,92780,PINRAL 200 MG 30 CIG TB,8699536070056,"[""8699522076192"", ""8699522076192""]"
3270,92814,TTO SAMPUAN 500 ML,8680145082127,[]
3271,92815,TTO TRX SPREY 50 ML,8680145081779,[]
3272,92849,SEREX 300 MG 30 TB,8699541094306,"[""8699566096507"", ""8699680090139"", ""8699565090179"", ""8699566096415"", ""8699738090272"", ""8699786090118"", ""8699536090559"", ""8699514090281"", ""8699525095701"", ""8699536030395"", ""8699566096507"", ""8699680090139"", ""8699540030091"", ""8699565090179"", ""8699566096415"", ""8699738090272"", ""8699786090118"", ""8699525030108"", ""8699536090559"", ""8699514090281"", ""8699525095701"", ""8699514030300""]"
3273,92929,NUTRIGEN VEGY 200 ML SURUP,8692860200199,[]
3274,92942,ROSUFIX 10 MG 28 TB,8680881090318,"[""8697927091321"", ""8699536093222"", ""8699569091417"", ""8699786092761"", ""8699514090472"", ""8699540096660"", ""8699680090344"", ""8699543091334"", ""8697927091321"", ""8699536093222"", ""8699569091417"", ""8699786092761"", ""8699514090472"", ""8699540096660"", ""8699680090344""]"
3275,92955,ZESTAT 15 MG A. ERIYEN 30 TB,8699514070016,"[""8699638074495"", ""8699638074495"", ""8699541095013""]"
3276,92956,ZESTAT 30 MG A. ERIYEN 30 TB,8699514070023,"[""8699638074501"", ""8699638074501"", ""8699502092068"", ""8699636091166"", ""8683280337411"", ""8699541093811""]"
3277,92957,ZESTAT 45 MG A. ERIYEN 30 TB,8699514070030,"[""8699638074518"", ""8699638074518"", ""8699541095112""]"
3278,92958,ZESTAT 15 MG / ML ORAL SOL,8699514650041,[]
3279,93007,ABIZOL 10 MG 28 TB,8699540016668,"[""8699543010991"", ""8699536011554"", ""8680683010149"", ""8699541015295"", ""8699543010991"", ""8699540070097"", ""8699536011554"", ""8699293075813"", ""8680683010149"", ""8699541015295""]"
3280,93008,ABIZOL 15 MG 28 TB,8699540016712,"[""8699543011011"", ""8699536011578"", ""8680683010156"", ""8699541015301"", ""8699540070110"", ""8699543011011"", ""8699536011578"", ""8680683010156"", ""8699541015301""]"
3281,93009,ABIZOL 30 MG 28 TB,8699540016811,"[""8699543011035"", ""8699536011592"", ""8680683010163"", ""8699541015318"", ""8699543011035"", ""8699536011592"", ""8699293075868"", ""8680683010163"", ""8699541015318""]"
3282,93054,PRZ.DUREX DAHA YAK.HISS 10LU,5052197058055,[]
3283,93107,KONDROMIN-S CALCIUM 60 EFF TB,8699708120039,[]
3284,93150,KULAK TIKACI OTIFLEKS UYKU S,8699245890099,[]
3285,93151,KULAK TIKACI OTIFLEKS UYKU M,8699245890082,[]
3286,93152,KULAK TIKACI OTIFLEKS UYKU L,8699245890075,[]
3287,93154,ACCU-CHEK PERFORMA STRIP 50LI,4015630982141,[]
3288,93161,PKU COOLER PORT 4.4KG 30X130ML,8690632760827,"[""8690632760858""]"
3289,93162,PKU EXPRESS 750 GR(30X25 GR),8690632760735,"[""8690632760704""]"
3290,93164,TYR EXPRESS 750 GR 30X25 GR,8690632760780,[]
3291,93209,OZON    YAGI 50 CC (ALVIN),8697903232410,[]
3292,93229,IHTIYOL POM 20 GR BIKAR,8699690350612,"[""8699651380054"", ""8699789380032""]"
3293,93230,VAZELIN PURE 20 GR (BIKAR),8699690352715,[]
3294,93304,VEMAX 30 CAPSUL,8699216520055,[]
3295,93335,DICOL %1 50 GR JEL,8699578340612,"[""8699525342812"", ""8699512340012"", ""8699792341235"", ""8699479340018"", ""8699514346302"", ""8680760340015"", ""8681291340079"", ""8699514340188"", ""8699525342812"", ""8699512340012"", ""8699792341235"", ""8699479340018"", ""8699514346302"", ""8680760340015"", ""8681291340079""]"
3296,93351,"SERPERIL PLUS 4/1,25 30 TB",8699536010755,"[""8699541014601"", ""8699552010562"", ""8699541014601"", ""8699552090472"", ""8699552010562""]"
3297,93355,WEE YAL EMZ SIL SEFDES DAM1 836,8690797108366,[]
3298,93356,WEE YAL EMZ SIL SEFDES DAM2 837,8690797108373,[]
3299,93375,EXTAL 600 MG 10 EFF TB,8699792022424,"[""8697928020085"", ""8699792022431"", ""8680760020023"", ""8699570240064"", ""8697928020085"", ""8699792022431"", ""8680760020023""]"
3300,93395,BIOXCIN SAMP FORTE TUM SACLARA,8697432091755,[]
3301,93511,SHOUCK OUT MAXI TABANCA 500ML,8698940252102,[]
3302,93574,NIVEA LIP STICK ESSENTIALCARE,4006000002057,[]
3303,93620,BATIKAR ANTISEPTIK COZEL.1000,8699690654031,"[""8699535890105"", ""8683027038083"", ""8683027038090"", ""8699690654000"", ""8699587653635"", ""8699789006017"", ""8699690654024"", ""8699789006024"", ""8699587653628"", ""8699535890082"", ""8699535890099""]"
3304,93628,BIO TORBA KUCUK BOY 500 ADET,8690016000006,[]
3305,93629,BIO TORBA ORTA BOY 220 ADET,8690016010005,[]
3306,93630,BIO TORBA BUYUK BOY 120 ADET,8690016020004,[]
3307,93631,BIO TORBA ATLET KC 200 ADET,8690016050001,[]
3308,93632,BIO TORBA ATLET BY 100 ADET,8690016070009,[]
3309,93700,OKEY PRZ CIFTE HAZ 10 LU,8850956393778,[]
3310,93724,SOGUK ZINCIR TASIMA CANT.10 LU,8690013180008,[]
3311,93727,ILAC KULLANMA TARIF ETIKETI 800,8690010290007,[]
3312,93728,ILAC SAKLAMA KUTUSU GUNL HAPIX,8697617400341,[]
3313,93729,ILAC SAKLAMA KUTUSU HAFT HAPIX,8697617400358,[]
3314,93730,ILAC SAKLAMA KUTU GUNL 48 HAPIX,8690010330000,[]
3315,93809,SELECTRA 100 MG 28 TB,8699536093147,"[""8699502092129"", ""8699532095428"", ""8699540092747"", ""8699502092129"", ""8699532095428"", ""8699540092747""]"
3316,93814,STOMATOVIS 200 ML AGIZ SOL,8034125181384,[]
3317,93815,DISODYUM HID.FOSFAT 1KG GALEN,8693705251383,[]
3318,93889,TANS.NIMO ANEROID KLS HS50 A,6970384251760,[]
3319,93932,DERECE DIJITAL NIMO,6970392217222,[]
3320,94008,BALOMEGA 150 ML SURUP,8697781960207,[]
3321,94030,DETAN KARINCA ILACI SPREY 250ML,8690530054981,[]
3322,94051,REVLIMID 15 MG 21 KAP,8699538154846,"[""8680833150305"", ""8699650151297"", ""8699525150264"", ""8699519150201""]"
3323,94054,DAMLALIK KAPAKLI GALENIK,8693705403669,[]
3324,94055,DAMLALIK PLASTIK GALENIK,8693705400699,[]
3325,94074,ECZA DOLABI METAL ECE,8697405505555,[]
3326,94076,REVLIMID 10 MG 21 KAP,8699538154839,"[""8680833150299"", ""8699650151280"", ""8699525150257"", ""8680199151565"", ""8699519150195"", ""8699650151280""]"
3327,94083,ALLERSET 10 MG 20 TB,8699527093705,"[""8699525092366"", ""8699525092373"", ""8699624090041"", ""8699527093569"", ""8699772090467"", ""8699525092366"", ""8699525092373"", ""8699624090041"", ""8680199027235"", ""8699527093569"", ""8699772090467""]"
3328,94180,REVLIMID 25 MG 21 KAP,8699538154853,"[""8680833150312"", ""8699650151303"", ""8699525159694"", ""8680833150312"", ""8680199151541"", ""8699514151104"", ""8699519150218"", ""8699650151303"", ""8699525159694""]"
3329,94210,ABIZOL 5 MG 28 TB,8699540016613,"[""8699543010977"", ""8699502013858"", ""8699536011615"", ""8680683010132"", ""8699541015288"", ""8699540070080"", ""8699543010977"", ""8699502013858"", ""8699536011615"", ""8699293075882"", ""8680683010132"", ""8699541015288""]"
3330,94225,FARE ZEHIRI RACUMIN 250 GR,8699546001545,[]
3331,94228,EPOBEL 3000 IU/0.9 ML IV 6,8699262950257,[]
3332,94229,EPOBEL 4000 IU/0.4 ML IV 6 ENJ,8699262950271,[]
3333,94230,EPOBEL 5000 IU/0.5 ML IV 6 ENJ,8699262950295,[]
3334,94260,MACUTEIN 60 CAPSUL,8699868780012,[]
